freq : 100.00 MHz
SWR : 1.965000
 Theta 	 Phi 	 Gain(dB)     	   Gain     	    Phase(deg)
135 	 30 	 -1.216499     	   0.755701179385     	    62.62137
135 	 45 	 -1.211744     	   0.756529034014     	    62.66518
135 	 60 	 -1.2165     	   0.755701005378     	    62.62136
135 	 75 	 -1.230451     	   0.753277334391     	    62.49273
135 	 90 	 -1.252671     	   0.749433150832     	    62.28756
135 	 105 	 -1.281669     	   0.744445827314     	    62.01918
135 	 120 	 -1.315489     	   0.738671086598     	    61.70523
135 	 135 	 -1.351835     	   0.732514962324     	    61.36659
135 	 150 	 -1.388228     	   0.726402282242     	    61.02616
135 	 165 	 -1.422186     	   0.720744604599     	    60.70732
135 	 180 	 -1.451385     	   0.715915062738     	    60.43226
135 	 195 	 -1.473818     	   0.712226617178     	    60.22041
135 	 210 	 -1.487933     	   0.709915567866     	    60.08689
135 	 225 	 -1.49275     	   0.709128597811     	    60.04128
135 	 240 	 -1.487932     	   0.70991573133     	    60.08689
135 	 255 	 -1.473815     	   0.712227109166     	    60.22042
135 	 270 	 -1.451382     	   0.715915557275     	    60.43227
135 	 285 	 -1.422183     	   0.720745102472     	    60.70732
135 	 300 	 -1.388224     	   0.726402951283     	    61.02617
135 	 315 	 -1.35183     	   0.732515805663     	    61.3666
135 	 330 	 -1.315485     	   0.738671766939     	    61.70523
135 	 345 	 -1.281665     	   0.744446512974     	    62.0192
135 	 360 	 -1.252667     	   0.749433841086     	    62.28757
150 	 0 	 -4.193943     	   0.380720007197     	    62.67022
150 	 15 	 -4.155408     	   0.384113171791     	    62.9508
150 	 30 	 -4.131208     	   0.386259523144     	    63.12615
150 	 45 	 -4.122958     	   0.386993971736     	    63.18577
150 	 60 	 -4.13121     	   0.386259345265     	    63.12614
150 	 75 	 -4.155412     	   0.384112818009     	    62.95079
150 	 90 	 -4.193947     	   0.380719656541     	    62.67021
150 	 105 	 -4.244225     	   0.376337503833     	    62.30152
150 	 120 	 -4.302847     	   0.371291750487     	    61.86779
150 	 135 	 -4.365831     	   0.365945912003     	    61.39702
150 	 150 	 -4.428879     	   0.360671727518     	    60.92068
150 	 165 	 -4.487681     	   0.355821265549     	    60.47171
150 	 180 	 -4.538209     	   0.351705451488     	    60.08219
150 	 195 	 -4.576999     	   0.348578101319     	    59.78079
150 	 210 	 -4.601393     	   0.346625652406     	    59.59018
150 	 225 	 -4.609713     	   0.345962239706     	    59.52498
150 	 240 	 -4.601391     	   0.346625812033     	    59.59019
150 	 255 	 -4.576996     	   0.348578342108     	    59.78079
150 	 270 	 -4.538205     	   0.351705775421     	    60.08221
150 	 285 	 -4.487676     	   0.355821675203     	    60.47172
150 	 300 	 -4.428874     	   0.360672142757     	    60.9207
150 	 315 	 -4.365823     	   0.365946586101     	    61.39704
150 	 330 	 -4.302841     	   0.371292263446     	    61.86781
150 	 345 	 -4.24422     	   0.376337937108     	    62.30154
150 	 360 	 -4.193943     	   0.380720007197     	    62.67022
165 	 0 	 -9.717879     	   0.106711715085     	    63.79246
165 	 15 	 -9.635078     	   0.108765760295     	    64.30069
165 	 30 	 -9.583122     	   0.110074773376     	    64.61553
165 	 45 	 -9.56542     	   0.110524357768     	    64.7221
165 	 60 	 -9.583126     	   0.110074671994     	    64.61552
165 	 75 	 -9.635084     	   0.108765610029     	    64.30067
165 	 90 	 -9.717887     	   0.106711518515     	    63.79243
165 	 105 	 -9.826044     	   0.104086786344     	    63.11616
165 	 120 	 -9.952285     	   0.101104736113     	    62.30825
165 	 135 	 -10.08801     	   0.09799389047     	    61.4161
165 	 150 	 -10.2239     	   0.0949751525948     	    60.49709
165 	 165 	 -10.35055     	   0.0922454598096     	    59.61575
165 	 180 	 -10.45925     	   0.0899652932673     	    58.83916
165 	 195 	 -10.54257     	   0.0882557479789     	    58.23058
165 	 210 	 -10.59489     	   0.0871988987125     	    57.84228
165 	 225 	 -10.61272     	   0.0868416367028     	    57.70882
165 	 240 	 -10.59489     	   0.0871988987125     	    57.84229
165 	 255 	 -10.54256     	   0.0882559511955     	    58.23061
165 	 270 	 -10.45924     	   0.0899655004203     	    58.83919
165 	 285 	 -10.35054     	   0.0922456722128     	    59.61578
165 	 300 	 -10.22388     	   0.0949755899725     	    60.49713
165 	 315 	 -10.088     	   0.0979941161096     	    61.41615
165 	 330 	 -9.952273     	   0.101105015477     	    62.30829
165 	 345 	 -9.826033     	   0.10408704998     	    63.11619
165 	 360 	 -9.717879     	   0.106711715085     	    63.79246
180 	 0 	 -34.28357     	   0.000372943463699     	    105.6189
180 	 15 	 -32.52268     	   0.000559412285664     	    105.6189
180 	 30 	 -31.57444     	   0.000695914683471     	    105.6189
180 	 45 	 -31.27334     	   0.000745874912664     	    105.619
180 	 60 	 -31.57448     	   0.000695908273889     	    105.619
180 	 75 	 -32.52277     	   0.000559400692934     	    105.6191
180 	 90 	 -34.28373     	   0.000372929724207     	    105.6192
180 	 105 	 -37.2941     	   0.000186461854808     	    105.6194
180 	 120 	 -43.01378     	   4.99599505683e-05     	    105.6199
180 	 135 	 -128.9673     	   1.26844020749e-13     	    -97.86692
180 	 150 	 -43.013     	   4.99689242631e-05     	    -74.38232
180 	 165 	 -37.29373     	   0.000186477741223     	    -74.38175
180 	 180 	 -34.2835     	   0.000372949474886     	    -74.38156
180 	 195 	 -32.52262     	   0.000559420014283     	    -74.38146
180 	 210 	 -31.57439     	   0.000695922695531     	    -74.3814
180 	 225 	 -31.27329     	   0.000745883499916     	    -74.38135
180 	 240 	 -31.57443     	   0.000695916285876     	    -74.38132
180 	 255 	 -32.52272     	   0.00055940713331     	    -74.38129
180 	 270 	 -34.28366     	   0.000372935735172     	    -74.38127
180 	 285 	 -37.294     	   0.0001864661483     	    -74.38126
180 	 300 	 -43.01359     	   4.99621363198e-05     	    -74.38126
180 	 315 	 -135.3055     	   2.94747411657e-14     	    107.4451
180 	 330 	 -43.01319     	   4.99667382146e-05     	    105.6189
180 	 345 	 -37.29382     	   0.000186473876835     	    105.6189
180 	 360 	 -34.28357     	   0.000372943463699     	    105.6189
freq : 640.00 MHz
SWR : 1.965000
0 	 0 	 -34.14536     	   0.000385002899286     	    171.5435
0 	 15 	 -32.38443     	   0.00057750666396     	    171.5436
0 	 30 	 -31.43615     	   0.00071843089464     	    171.5436
0 	 45 	 -31.13501     	   0.000770014671331     	    171.5437
0 	 60 	 -31.43612     	   0.000718435857402     	    171.5437
0 	 75 	 -32.38437     	   0.000577514642564     	    171.5437
0 	 90 	 -34.14526     	   0.000385011764408     	    171.5438
0 	 105 	 -37.15551     	   0.0001925080966     	    171.5439
0 	 120 	 -42.87488     	   5.15836417962e-05     	    171.5442
0 	 135 	 -134.3682     	   3.6574634938e-14     	    -165.0501
0 	 150 	 -42.87529     	   5.15787722214e-05     	    -8.456934
0 	 165 	 -37.15571     	   0.000192499231479     	    -8.456619
0 	 180 	 -34.14536     	   0.000385002899286     	    -8.456505
0 	 195 	 -32.38443     	   0.00057750666396     	    -8.456438
0 	 210 	 -31.43615     	   0.00071843089464     	    -8.45639
0 	 225 	 -31.13501     	   0.000770014671331     	    -8.456348
0 	 240 	 -31.43612     	   0.000718435857402     	    -8.456306
0 	 255 	 -32.38437     	   0.000577514642564     	    -8.456257
0 	 270 	 -34.14526     	   0.000385011764408     	    -8.456191
0 	 285 	 -37.15551     	   0.0001925080966     	    -8.456076
0 	 300 	 -42.87488     	   5.15836417962e-05     	    -8.455762
0 	 315 	 -134.2229     	   3.78189964156e-14     	    14.53924
0 	 330 	 -42.8753     	   5.1578653457e-05     	    171.5431
0 	 345 	 -37.1557     	   0.000192499674725     	    171.5434
0 	 360 	 -34.14536     	   0.000385002899286     	    171.5435
15 	 0 	 -10.45355     	   0.0900834478513     	    39.54538
15 	 15 	 -10.5362     	   0.0883852917871     	    40.17552
15 	 30 	 -10.58805     	   0.0873363424116     	    40.57754
15 	 45 	 -10.60572     	   0.0869817217484     	    40.71571
15 	 60 	 -10.58805     	   0.0873363424116     	    40.57755
15 	 75 	 -10.5362     	   0.0883852917871     	    40.17553
15 	 90 	 -10.45356     	   0.0900832404268     	    39.5454
15 	 105 	 -10.34564     	   0.0923498086684     	    38.74118
15 	 120 	 -10.21973     	   0.0950663894401     	    37.82835
15 	 135 	 -10.08448     	   0.0980735735121     	    36.87638
15 	 150 	 -9.94923     	   0.101175882224     	    35.95215
15 	 165 	 -9.823298     	   0.104152620175     	    35.11513
15 	 180 	 -9.715313     	   0.10677478362     	    34.41446
15 	 195 	 -9.632585     	   0.108828213513     	    33.88787
15 	 210 	 -9.580651     	   0.110137420306     	    33.56166
15 	 225 	 -9.56295     	   0.110587235107     	    33.45123
15 	 240 	 -9.580649     	   0.110137471026     	    33.56165
15 	 255 	 -9.63258     	   0.108828338806     	    33.88786
15 	 270 	 -9.715306     	   0.106774955721     	    34.41444
15 	 285 	 -9.82329     	   0.104152812032     	    35.1151
15 	 300 	 -9.949221     	   0.101176091894     	    35.95212
15 	 315 	 -10.08447     	   0.0980737993351     	    36.87635
15 	 330 	 -10.21972     	   0.0950666083388     	    37.82833
15 	 345 	 -10.34563     	   0.092350021312     	    38.74116
15 	 360 	 -10.45355     	   0.0900834478513     	    39.54538
30 	 0 	 -4.533633     	   0.352076225789     	    38.25832
30 	 15 	 -4.572197     	   0.34896373776     	    38.57044
30 	 30 	 -4.596442     	   0.347021034401     	    38.76782
30 	 45 	 -4.604711     	   0.346360932329     	    38.83534
30 	 60 	 -4.596443     	   0.347020954497     	    38.76782
30 	 75 	 -4.5722     	   0.348963496705     	    38.57045
30 	 90 	 -4.533637     	   0.352075901515     	    38.25833
30 	 105 	 -4.483385     	   0.356173414727     	    37.85497
30 	 120 	 -4.424877     	   0.36100423773     	    37.39003
30 	 135 	 -4.362112     	   0.36625941719     	    36.89674
30 	 150 	 -4.299379     	   0.371588358917     	    36.40922
30 	 165 	 -4.240962     	   0.376620365061     	    35.96005
30 	 180 	 -4.190841     	   0.38099203813     	    35.57823
30 	 195 	 -4.152414     	   0.384378068396     	    35.28764
30 	 210 	 -4.128275     	   0.386520470926     	    35.10603
30 	 225 	 -4.120044     	   0.387253721489     	    35.04427
30 	 240 	 -4.128273     	   0.386520648925     	    35.10603
30 	 255 	 -4.152412     	   0.384378245409     	    35.28764
30 	 270 	 -4.190838     	   0.38099230131     	    35.57822
30 	 285 	 -4.240959     	   0.376620625222     	    35.96004
30 	 300 	 -4.299374     	   0.371588786724     	    36.40921
30 	 315 	 -4.362106     	   0.366259923197     	    36.89673
30 	 330 	 -4.424872     	   0.361004653352     	    37.39001
30 	 345 	 -4.483381     	   0.356173742775     	    37.85496
30 	 360 	 -4.533633     	   0.352076225789     	    38.25832
45 	 0 	 -1.446917     	   0.716651971588     	    37.89616
45 	 15 	 -1.469233     	   0.712978936989     	    38.11546
45 	 30 	 -1.483274     	   0.710677555757     	    38.2537
45 	 45 	 -1.488065     	   0.709893990932     	    38.30091
45 	 60 	 -1.483274     	   0.710677555757     	    38.2537
45 	 75 	 -1.469234     	   0.71297877282     	    38.11547
45 	 90 	 -1.446919     	   0.716651641557     	    37.89617
45 	 105 	 -1.417871     	   0.721461067416     	    37.61144
45 	 120 	 -1.384078     	   0.727096744266     	    37.2814
45 	 135 	 -1.347854     	   0.733186736696     	    36.92903
45 	 150 	 -1.31167     	   0.73932092805     	    36.57852
45 	 165 	 -1.277992     	   0.745076387116     	    36.25355
45 	 180 	 -1.249111     	   0.75004772825     	    35.97576
45 	 195 	 -1.226979     	   0.753879788425     	    35.76339
45 	 210 	 -1.213082     	   0.756295993997     	    35.63023
45 	 225 	 -1.208345     	   0.757121362221     	    35.58487
45 	 240 	 -1.213081     	   0.756296168141     	    35.63023
45 	 255 	 -1.226978     	   0.753879962012     	    35.76339
45 	 270 	 -1.249108     	   0.750048246365     	    35.97575
45 	 285 	 -1.277989     	   0.745076901797     	    36.25355
45 	 300 	 -1.311667     	   0.739321438755     	    36.57851
45 	 315 	 -1.347851     	   0.733187243163     	    36.92902
45 	 330 	 -1.384075     	   0.727097246527     	    37.28139
45 	 345 	 -1.417867     	   0.721461731907     	    37.61143
45 	 360 	 -1.446917     	   0.716651971588     	    37.89616
60 	 0 	 0.3597905     	   1.08637321662     	    37.76766
60 	 15 	 0.3468637     	   1.08314442819     	    37.94739
60 	 30 	 0.3387209     	   1.08111549031     	    38.06051
60 	 45 	 0.3359401     	   1.08042347054     	    38.09911
60 	 60 	 0.3387204     	   1.08111536584     	    38.06051
60 	 75 	 0.3468627     	   1.08314417879     	    37.9474
60 	 90 	 0.3597886     	   1.08637274135     	    37.76767
60 	 105 	 0.3765923     	   1.09058427159     	    37.53381
60 	 120 	 0.3961139     	   1.09549749796     	    37.262
60 	 135 	 0.4170199     	   1.10078369983     	    36.97094
60 	 150 	 0.4378839     	   1.10608471285     	    36.68051
60 	 165 	 0.4572834     	   1.11103653401     	    36.41045
60 	 180 	 0.4739001     	   1.11529565431     	    36.17899
60 	 195 	 0.4866167     	   1.11856614333     	    36.00164
60 	 210 	 0.494593     	   1.12062240185     	    35.89028
60 	 225 	 0.4973096     	   1.12132359315     	    35.85232
60 	 240 	 0.494593     	   1.12062240185     	    35.89028
60 	 255 	 0.4866177     	   1.11856640089     	    36.00164
60 	 270 	 0.4739015     	   1.11529601384     	    36.17898
60 	 285 	 0.4572857     	   1.11103712241     	    36.41044
60 	 300 	 0.4378862     	   1.10608529862     	    36.6805
60 	 315 	 0.4170223     	   1.10078430815     	    36.97093
60 	 330 	 0.3961162     	   1.09549807813     	    37.26199
60 	 345 	 0.3765942     	   1.09058474871     	    37.5338
60 	 360 	 0.3597905     	   1.08637321662     	    37.76766
75 	 0 	 1.341563     	   1.36193474649     	    37.73911
75 	 15 	 1.335509     	   1.3600375525     	    37.90105
75 	 30 	 1.331682     	   1.35883961622     	    38.00289
75 	 45 	 1.330373     	   1.35843011228     	    38.03764
75 	 60 	 1.331681     	   1.35883930334     	    38.00289
75 	 75 	 1.335507     	   1.36003692618     	    37.90105
75 	 90 	 1.341561     	   1.36193411929     	    37.73911
75 	 105 	 1.349405     	   1.3643961963     	    37.52819
75 	 120 	 1.358487     	   1.36725241768     	    37.28273
75 	 135 	 1.368188     	   1.37030991464     	    37.01951
75 	 150 	 1.377846     	   1.37336065101     	    36.75647
75 	 165 	 1.386802     	   1.37619571098     	    36.51154
75 	 180 	 1.394448     	   1.37862071542     	    36.30134
75 	 195 	 1.400278     	   1.3804726284     	    36.14014
75 	 210 	 1.403923     	   1.38163173475     	    36.03883
75 	 225 	 1.405162     	   1.3820259571     	    36.00429
75 	 240 	 1.403924     	   1.38163205288     	    36.03883
75 	 255 	 1.400279     	   1.38047294627     	    36.14013
75 	 270 	 1.39445     	   1.3786213503     	    36.30133
75 	 285 	 1.386804     	   1.37619634474     	    36.51153
75 	 300 	 1.377848     	   1.37336128346     	    36.75646
75 	 315 	 1.36819     	   1.37031054569     	    37.0195
75 	 330 	 1.358489     	   1.36725304732     	    37.28272
75 	 345 	 1.349406     	   1.36439651047     	    37.52818
75 	 360 	 1.341563     	   1.36193474649     	    37.73911
90 	 0 	 1.670253     	   1.46901185303     	    37.76796
90 	 15 	 1.670151     	   1.46897735168     	    37.92453
90 	 30 	 1.670066     	   1.46894860118     	    38.02296
90 	 45 	 1.670032     	   1.46893710113     	    38.05653
90 	 60 	 1.670065     	   1.46894826294     	    38.02296
90 	 75 	 1.670151     	   1.46897735168     	    37.92453
90 	 90 	 1.670252     	   1.46901151478     	    37.76797
90 	 105 	 1.670337     	   1.46904026651     	    37.56394
90 	 120 	 1.670382     	   1.46905548825     	    37.32635
90 	 135 	 1.670385     	   1.46905650303     	    37.07138
90 	 150 	 1.670345     	   1.46904297259     	    36.81641
90 	 165 	 1.670265     	   1.46901591206     	    36.57882
90 	 180 	 1.670151     	   1.46897735168     	    36.37478
90 	 195 	 1.670024     	   1.46893439525     	    36.21823
90 	 210 	 1.669923     	   1.46890023395     	    36.11982
90 	 225 	 1.669885     	   1.46888738139     	    36.08625
90 	 240 	 1.669924     	   1.46890057218     	    36.11981
