"Source Name","Association","RA","Dec","Classification (code)","TEV Cat","TEV Association"
"3FGL J0920.9+4442","S4 0917+44","140.2299","44.7048","fsrq","N",""
"3FGL J0921.0-2258","NVSS J092057-225721","140.2518","-22.9668","bcu","N",""
"3FGL J0921.6+2339","","140.4157","23.6555","","N",""
"3FGL J0921.8+6215","OK 630","140.4528","62.2665","fsrq","N",""
"3FGL J0922.4-0529","TXS 0919-052","140.6023","-5.4965","fsrq","N",""
"3FGL J0922.8-3959","PKS 0920-39","140.715","-39.9901","bcu","N",""
"3FGL J0923.1+3853","B2 0920+39","140.7904","38.8972","bcu","N",""
"3FGL J0923.3+4127","B3 0920+416","140.846","41.4634","fsrq","N",""
"3FGL J0923.8-5154","","140.9651","-51.904","","N",""
"3FGL J0924.0+2816","B2 0920+28","141.0016","28.2818","fsrq","N",""
"3FGL J0924.2+0534","RBS 0771","141.0639","5.5771","bll","N",""
"3FGL J0925.6+5959","NVSS J092542+595812","141.4043","59.9937","bll","N",""
"3FGL J0925.7+3129","B2 0922+31B","141.4262","31.4927","bll","N",""
"3FGL J0926.3+5409","NVSS J092638+541126","141.5798","54.1564","bll","N",""
"3FGL J0927.9-2037","PKS 0925-203","141.9982","-20.6197","fsrq","N",""
"3FGL J0928.3-5255","","142.0846","-52.9234","","N",""
"3FGL J0928.5+4048","1RXS J092837.8+404858","142.1325","40.8159","bll","N",""
"3FGL J0928.7+7300","GB6 J0929+7304","142.189","73.014","bcu","N",""
"3FGL J0928.9-3530","NVSS J092849-352947","142.246","-35.5112","bcu","N",""
"3FGL J0929.4+5013","GB6 J0929+5013","142.3544","50.2249","bll","N",""
"3FGL J0930.0+4951","1ES 0927+500","142.5218","49.8533","bll","N",""
"3FGL J0930.2+8612","S5 0916+864","142.5616","86.202","bll","N",""
"3FGL J0930.7+5133","","142.6877","51.559","","N",""
"3FGL J0930.9-1904","PSR J0931-1902","142.7322","-19.0744","PSR","N",""
"3FGL J0931.8+6739","","142.9676","67.6515","","N",""
"3FGL J0933.9-6232","","143.4812","-62.5338","","N",""
"3FGL J0934.1+3933","GB6 J0934+3926","143.5494","39.5639","bll","N",""
"3FGL J0935.1-1736","","143.7866","-17.6062","","N",""
"3FGL J0935.2+0903","","143.8012","9.0518","","N",""
"3FGL J0936.3-2114","","144.0999","-21.2453","","N",""
"3FGL J0937.1-4544c","","144.2919","-45.7438","","N",""
"3FGL J0937.7+5008","GB6 J0937+5008","144.4463","50.1454","fsrq","N",""
"3FGL J0937.8-6407","","144.475","-64.122","","N",""
"3FGL J0937.9-1435","","144.4833","-14.5978","","N",""
"3FGL J0939.2-1732","TXS 0936-173","144.8138","-17.5372","bcu","N",""
"3FGL J0939.9-2831","TXS 0937-282","144.979","-28.5195","bcu","N",""
"3FGL J0940.6-7609","","145.1644","-76.1608","","N",""
"3FGL J0940.7-6102","MRC 0939-608","145.1877","-61.0466","bcu","N",""
"3FGL J0940.9-1337","TXS 0938-133","145.2426","-13.6183","fsrq","N",""
"3FGL J0941.0+6151","","145.2745","61.866","","N",""
"3FGL J0941.6+2727","MG2 J094148+2728","145.4228","27.451","fsrq","N",""
"3FGL J0942.1-0756","PMN J0942-0800","145.5411","-7.9431","bll","N",""
"3FGL J0945.9+5756","GB6 J0945+5757","146.4831","57.9425","bll","N",""
"3FGL J0946.2+0103","RXS J094620.5+010459","146.5726","1.0651","bll","N",""
"3FGL J0946.2+5209","","146.5742","52.1505","","N",""
"3FGL J0946.5+1017","TXS 0943+105","146.6364","10.2881","fsrq","N",""
"3FGL J0947.1-2542","1RXS J094709.2-254056","146.7893","-25.7087","bcu","N",""
"3FGL J0948.1-3641","","147.036","-36.6931","","N",""
"3FGL J0948.6+4041","4C +40.24","147.1698","40.6959","fsrq","N",""
"3FGL J0948.8-4243","","147.204","-42.7211","","N",""
"3FGL J0948.8+0021","PMN J0948+0022","147.223","0.3629","NLSY1","N",""
"3FGL J0950.1+4554","RX J0950.2+4553","147.5347","45.9035","bll","N",""
"3FGL J0950.4+7550","","147.6096","75.8495","","N",""
"3FGL J0952.8+0711","","148.2172","7.1991","","N",""
"3FGL J0953.0-0839","PMN J0953-0840","148.2551","-8.6635","bll","N",""
"3FGL J0953.1-7657c","1RXS J095306.1-765755","148.2933","-76.9629","bcu","N",""
"3FGL J0953.7-1510","","148.4289","-15.1745","","N",""
"3FGL J0954.2+4913","1ES 0950+495","148.5555","49.2204","bll","N",""
"3FGL J0954.8-3948","","148.7121","-39.8087","","N",""
"3FGL J0955.4+6940","M 82","148.8702","69.6732","sbg","P","M 82"
"3FGL J0955.6-6148","PSR J0955-61","148.9127","-61.8142","psr","N",""
"3FGL J0956.6+2515","OK 290","149.1544","25.2664","fsrq","N",""
"3FGL J0956.7-6441","AT20G J095612-643928","149.1854","-64.6928","bcu","N",""
"3FGL J0957.4+4728","OK 492","149.3693","47.4723","fsrq","N",""
"3FGL J0957.5-1351","PMN J0957-1350","149.3829","-13.8627","fsrq","N",""
"3FGL J0957.6+5523","4C +55.17","149.413","55.3866","fsrq","N",""
"3FGL J0958.3-0318","1RXS J095806.4-031729","149.5845","-3.3028","bll","N",""
"3FGL J0958.4-6752","1RXS J095812.8-675241","149.6005","-67.8743","bcu","N",""
"3FGL J0958.6+6534","S4 0954+65","149.6604","65.5667","bll","N",""
"3FGL J0958.6-2447","TXS 0956-244","149.6695","-24.7977","bcu","N",""
"3FGL J0959.7+2124","RX J0959.4+2123","149.9273","21.4138","bll","N",""
"3FGL J1001.0+2913","GB6 J1001+2911","150.2511","29.2258","bll","N",""
"3FGL J1002.0-2837","","150.5025","-28.6281","","N",""
"3FGL J1002.3+2220","1RXS J100235.8+221609","150.599","22.3385","bll","N",""
"3FGL J1002.5-5709","","150.646","-57.1629","","N",""
"3FGL J1003.6+2608","PKS 1000+26","150.92","26.1372","bcu","N",""
"3FGL J1003.7-5215","","150.9474","-52.2521","","N",""
"3FGL J1005.0-4959","PMN J1006-5018","151.2608","-49.9862","bcu","N",""
"3FGL J1006.7+3453","EXO 1004.0+3509","151.6946","34.8928","bll","N",""
"3FGL J1006.7-2159","PKS 1004-217","151.6998","-21.9854","fsrq","N",""
"3FGL J1007.4-3334","PKS 1005-333","151.8748","-33.5759","fsrq","N",""
"3FGL J1007.8+0026","PKS 1005+007","151.9637","0.4415","bcu","N",""
"3FGL J1007.9+0621","MG1 J100800+0621","151.9861","6.3583","bll","N",""
"3FGL J1008.6-5706","","152.1718","-57.1129","","N",""
"3FGL J1008.9-2910","PMN J1008-2912","152.229","-29.174","bcu","N",""
"3FGL J1009.0-3137","PKS 1006-313","152.2509","-31.624","bcu","N",""
"3FGL J1010.2-3120","1RXS J101015.9-311909","152.5721","-31.3395","bll","P","1RXS J101015.9-311909"
"3FGL J1010.8-7645c","","152.7104","-76.7555","","N",""
"3FGL J1010.8-0158","PKS 1008-01","152.7131","-1.9759","fsrq","N",""
"3FGL J1012.0-4235","PSR J1012-42","153.0217","-42.5982","psr","N",""
"3FGL J1012.2+0631","NRAO 350","153.0716","6.5235","bll","N",""
"3FGL J1012.6+2439","MG2 J101241+2439","153.1516","24.6595","fsrq","N",""
"3FGL J1012.7+4229","B3 1009+427","153.184","42.4937","bll","N",""
"3FGL J1013.4-4008","","153.3675","-40.1499","","N",""
"3FGL J1013.5+3440","OL 318","153.383","34.6784","fsrq","N",""
"3FGL J1013.6-5734","","153.4117","-57.5694","","N",""
"3FGL J1014.2+4115","GB6 J1014+4112","153.5599","41.2535","bcu","N",""
"3FGL J1015.0+4925","1H 1013+498","153.7711","49.4326","bll","P","1ES 1011+496"
"3FGL J1015.2-4512","PMN J1014-4508","153.8065","-45.2131","bcu","N",""
"3FGL J1016.0+0513","TXS 1013+054","154.0028","5.2167","fsrq","N",""
"3FGL J1016.0-0635","NVSS J101626-063624","154.0224","-6.5903","bcu","N",""
"3FGL J1016.1+5555","TXS 1012+560","154.0343","55.9224","bcu","N",""
"3FGL J1016.3-5858","PSR J1016-5857","154.079","-58.9671","PSR","E","HESS J1018-589"
"3FGL J1016.5-6034","","154.1354","-60.5764","","N",""
"3FGL J1016.6-4244","","154.1643","-42.7457","","N",""
"3FGL J1016.9-2653","","154.2461","-26.8979","","N",""
"3FGL J1018.1+1904","NVSS J101808+190614","154.5258","19.0756","bll","N",""
"3FGL J1018.2-6254","","154.5593","-62.9049","","N",""
"3FGL J1018.3+3542","B2 1015+35B","154.5819","35.7125","fsrq","N",""
"3FGL J1018.4-3119","PKS 1016-311","154.6124","-31.3231","fsrq","N",""
"3FGL J1018.5+0530","TXS 1015+057","154.6277","5.5031","fsrq","N",""
"3FGL J1018.8+5913","TXS 1015+594","154.719","59.2308","bll","N",""
"3FGL J1018.9-5856","1FGL J1018.6-5856","154.7299","-58.9456","HMB","E","HESS J1018-589"
"3FGL J1020.0-5749","PSR J1019-5749","155.0","-57.8172","PSR","N",""
"3FGL J1020.0+6323","GB6 J1019+6319","155.0231","63.3844","bll","N",""
"3FGL J1021.8+8023","NVSS J102201+802350","155.4699","80.385","bcu","N",""
"3FGL J1021.9-5815c","","155.4835","-58.2649","","N",""
"3FGL J1022.3-4234","PMN J1022-4232","155.5977","-42.578","bcu","N",""
"3FGL J1022.8-0113","RX J1022.7-0112","155.7039","-1.2239","bll","N",""
"3FGL J1023.1+3952","4C +40.25","155.7788","39.8734","fsrq","N",""
"3FGL J1023.1-5745","LAT PSR J1023-5746","155.7905","-57.7592","PSR","E","Westerlund 2"
"3FGL J1023.7+3000","RX J1023.6+3001","155.9471","30.0144","bll","N",""
"3FGL J1023.9-4335","RX J1023.9-4336","155.985","-43.5855","bll","N",""
"3FGL J1024.1-3232","PKS 1021-323","156.0411","-32.539","fsrq","N",""
"3FGL J1024.3-5757","","156.085","-57.9515","","E","Westerlund 2"
"3FGL J1024.4-4545","","156.1036","-45.7517","","N",""
"3FGL J1024.6-0718","PSR J1024-0719","156.1516","-7.311","PSR","N",""
"3FGL J1024.8+0105","PMN J1024+0056","156.2243","1.0956","bcu","N",""
"3FGL J1025.1+2333","MG2 J102456+2332","156.2838","23.5616","bll","N",""
"3FGL J1025.1-6507","","156.2918","-65.1208","","N",""
"3FGL J1025.7-5659c","","156.4429","-56.9997","","N",""
"3FGL J1025.9-5930","","156.4755","-59.5127","","N",""
"3FGL J1026.2-5730","","156.5597","-57.5166","","N",""
"3FGL J1026.4-8542","PKS 1029-85","156.605","-85.7152","bll","N",""
"3FGL J1026.5+7423","GB6 J1027+7428","156.6373","74.3915","bcu","N",""
"3FGL J1026.9-1750","1RXS J102658.5-174905","156.729","-17.8399","bll","N",""
"3FGL J1027.0+0609","NVSS J102703+060934","156.7575","6.1605","bll","N",""
"3FGL J1027.7+6316","RX J1027.4+6317","156.9323","63.2746","bll","N",""
"3FGL J1027.8+8253","","156.9633","82.8983","","N",""
"3FGL J1028.0+1829","GB6 J1027+1831","157.0168","18.4955","bcu","N",""
"3FGL J1028.3-7419","","157.0889","-74.3271","","N",""
"3FGL J1028.4-5819","PSR J1028-5819","157.1231","-58.3201","PSR","N",""
"3FGL J1028.5-0235","PMN J1028-0237","157.1441","-2.5845","fsrq","N",""
"3FGL J1030.0-5809","","157.509","-58.1535","","N",""
"3FGL J1030.4-2030","NVSS J103040-203032","157.6079","-20.5074","bcu","N",""
"3FGL J1031.0+7440","S5 1027+74","157.7619","74.6819","bcu","N",""
"3FGL J1031.2+5053","1ES 1028+511","157.817","50.8873","bll","N",""
"3FGL J1031.4-5855","","157.8639","-58.9203","","N",""
"3FGL J1031.6+6021","TXS 1028+605","157.9173","60.3594","fsrq","N",""
"3FGL J1032.5+6623","SDSS J103239.06+662323.2","158.1451","66.3938","bll","N",""
"3FGL J1032.7+3735","B3 1029+378","158.1831","37.59","bll","N",""
"3FGL J1033.0-5945","","158.2663","-59.7513","","N",""
"3FGL J1033.2+4116","S4 1030+41","158.3035","41.2763","fsrq","N",""
"3FGL J1033.4-5035","","158.3743","-50.5946","","N",""
"3FGL J1033.8+6051","S4 1030+61","158.4609","60.8593","FSRQ","N",""
"3FGL J1034.0-5731c","","158.5155","-57.5174","","N",""
"3FGL J1035.2+5545","GB6 J1035+5542","158.8217","55.7509","bcu","N",""
"3FGL J1035.7-6720","","158.926","-67.3335","","N",""
"3FGL J1036.0-8317","PSR J1036-83","159.0219","-83.288","psr","N",""
"3FGL J1036.4-4348","","159.113","-43.812","","N",""
"3FGL J1037.0-2934","PKS 1034-293","159.2662","-29.5831","fsrq","N",""
"3FGL J1037.2-6052","","159.3191","-60.8748","","N",""
"3FGL J1037.4-3742","PKS 1034-374","159.3582","-37.7145","fsrq","N",""
"3FGL J1037.5-2821","PKS B1035-281","159.3774","-28.3636","fsrq","N",""
"3FGL J1037.5+5711","GB6 J1037+5711","159.3889","57.1949","bll","N",""
"3FGL J1037.9-5843","","159.4884","-58.73","","N",""
"3FGL J1038.0-2425","","159.5194","-24.431","","N",""
"3FGL J1038.9-5311","MRC 1036-529","159.7352","-53.1861","bcu","N",""
"3FGL J1039.1-5809","","159.789","-58.1572","","N",""
"3FGL J1039.5+7324","","159.8849","73.409","","N",""
"3FGL J1040.4+0615","GB6 J1040+0617","160.1157","6.2604","bcu","N",""
"3FGL J1040.5-5926c","","160.1368","-59.4335","","N",""
"3FGL J1040.8+1342","1RXS J104057.7+134216","160.2198","13.7029","bcu","N",""
"3FGL J1040.9-1205","NVSS J104108-120332","160.2409","-12.0888","bcu","N",""
"3FGL J1041.8+3901","B3 1038+392","160.4508","39.0184","bll","N",""
"3FGL J1042.0-0557","PMN J1042-0558","160.5015","-5.9573","bcu","N",""
"3FGL J1042.1-4126","1RXS J104204.1-412936","160.5347","-41.4336","bcu","N",""
"3FGL J1043.1+2407","B2 1040+24A","160.7966","24.1306","fsrq","N",""
"3FGL J1043.6-5930","","160.905","-59.5046","","N",""
"3FGL J1043.8-5851","","160.9739","-58.8588","","N",""
"3FGL J1044.4+8058","S5 1039+81","161.1187","80.9685","fsrq","N",""
"3FGL J1044.5-5737","LAT PSR J1044-5737","161.1292","-57.6295","PSR","N",""
"3FGL J1045.1-5941","Eta Carinae","161.2765","-59.6916","BIN","N",""
"3FGL J1045.3-6414","","161.3298","-64.2425","","N",""
"3FGL J1045.5-2335","","161.3972","-23.5914","","N",""
"3FGL J1045.7-2926","PKS B1043-291","161.4429","-29.4402","fsrq","N",""
"3FGL J1046.9-2531","NVSS J104651-253547","161.7281","-25.5258","bll","N",""
"3FGL J1047.3-6005","","161.8438","-60.0983","","N",""
"3FGL J1047.6+7240","GB6 J1047+7238","161.9179","72.6669","bll","N",""
"3FGL J1047.8-6216","PMN J1047-6217","161.9627","-62.2833","bcu","N",""
"3FGL J1047.8-3737","","161.968","-37.6253","","N",""
"3FGL J1048.2-5928","","162.055","-59.4765","","N",""
"3FGL J1048.2-5832","PSR J1048-5832","162.0671","-58.5354","PSR","N",""
"3FGL J1048.4+7144","S5 1044+71","162.1223","71.7422","FSRQ","N",""
"3FGL J1048.6+2338","NVSS J104900+233821","162.1722","23.6414","bll","N",""
"3FGL J1048.8-5006","","162.2058","-50.1061","","N",""
"3FGL J1049.7+1548","","162.4326","15.8069","","N",""
"3FGL J1049.8+1425","MG1 J104945+1429","162.4735","14.4309","bcu","N",""
"3FGL J1050.4+0435","","162.6168","4.5994","","N",""
"3FGL J1050.6-6112","","162.6749","-61.2121","","N",""
"3FGL J1051.0+5332","","162.763","53.5492","","N",""
"3FGL J1051.4+3941","RBS 0909","162.8611","39.6923","bll","N",""
"3FGL J1051.5-6517","PKS 1049-650","162.8763","-65.2905","bcu","N",""
"3FGL J1051.8+0105","NVSS J105151+010312","162.9687","1.0876","bll","N",""
"3FGL J1052.0+0816","","163.0176","8.281","","N",""
"3FGL J1052.8-3741","PMN J1053-3743","163.2022","-37.6955","bcu","N",""
"3FGL J1053.7+4929","GB6 J1053+4930","163.4304","49.4877","bll","N",""
"3FGL J1054.2-3123","","163.5689","-31.3918","","N",""
"3FGL J1054.5+2210","87GB 105148.6+222705","163.6465","22.18","bll","N",""
"3FGL J1054.7-6006","","163.6969","-60.1107","","N",""
"3FGL J1055.8-6025","PSR J1055-6028","163.9667","-60.4263","PSR","N",""
"3FGL J1056.7-5853","","164.1786","-58.896","","N",""
"3FGL J1057.3-2341","PKS B1054-234","164.3431","-23.6933","fsrq","N",""
"3FGL J1057.6-4051","","164.409","-40.8616","","N",""
"3FGL J1057.6-2754","RX J1057.8-2753","164.4109","-27.9081","bll","N",""
"3FGL J1057.7-6624","","164.4359","-66.4034","","N",""
"3FGL J1057.9-5227","PSR J1057-5226","164.4991","-52.4554","PSR","N",""
"3FGL J1058.1+7010","S5 1053+70","164.5356","70.1755","fsrq","N",""
"3FGL J1058.4+8112","S5 1053+81","164.6209","81.2028","fsrq","N",""
"3FGL J1058.5+0133","4C +01.28","164.6263","1.5643","BLL","N",""
"3FGL J1058.5-8003","PKS 1057-79","164.6306","-80.0512","bll","N",""
"3FGL J1058.5-6106c","","164.6441","-61.1101","","N",""
"3FGL J1058.6+5627","TXS 1055+567","164.665","56.4549","BLL","N",""
"3FGL J1059.2-1133","PKS B1056-113","164.8034","-11.5514","bll","N",""
"3FGL J1059.3+0224","","164.8451","2.4165","","N",""
"3FGL J1059.9+2056","MG2 J105938+2057","164.982","20.9458","fsrq","N",""
"3FGL J1100.2-2044","","165.0551","-20.747","","N",""
"3FGL J1100.5+4020","RX J1100.3+4019","165.145","40.338","bll","N",""
"3FGL J1101.3-6032","","165.3304","-60.5419","","N",""
"3FGL J1101.5+4106","RX J1101.3+4108","165.3852","41.1081","bll","N",""
"3FGL J1101.9-6053","","165.4811","-60.8961","spp","N",""
"3FGL J1103.1+1155","TXS 1100+122","165.7781","11.93","fsrq","N",""
"3FGL J1103.3+5239","","165.8371","52.6624","","N",""
"3FGL J1103.5-2329","1ES 1101-232","165.8948","-23.4897","bll","P","1ES 1101-232"
"3FGL J1103.9-5357","PKS 1101-536","165.977","-53.9541","bll","N",""
"3FGL J1104.3+0730","MG1 J110424+0730","166.0774","7.5107","bll","N",""
"3FGL J1104.3-7736c","","166.0794","-77.611","","N",""
"3FGL J1104.4+3812","Mkn 421","166.1182","38.2099","BLL","P","Markarian 421"
"3FGL J1104.9-6036","","166.2476","-60.6091","","N",""
"3FGL J1105.2-6113","PSR J1105-6107","166.3051","-61.2231","PSR","N",""
"3FGL J1105.7+4427","","166.4268","44.4563","","N",""
"3FGL J1105.9+2814","MG2 J110606+2812","166.4948","28.237","fsrq","N",""
"3FGL J1106.4-3643","PMN J1106-3647","166.6037","-36.7327","bcu","N",""
"3FGL J1106.6-1744","","166.6612","-17.7399","","N",""
"3FGL J1107.4-4447","PKS 1104-445","166.8575","-44.7889","fsrq","N",""
"3FGL J1107.5+0223","NVSS J110735+022225","166.8858","2.3837","bll","N",""
"3FGL J1107.8+1502","RX J1107.7+1502","166.9599","15.046","bll","N",""
"3FGL J1109.4+2411","1ES 1106+244","167.3654","24.1977","bll","N",""
"3FGL J1109.4-4815","PMN J1109-4815","167.3679","-48.2563","bcu","N",""
"3FGL J1109.6+3734","NVSS J110938+373609","167.4166","37.5778","bll","N",""
"3FGL J1110.0+7134","RX J1110.5+7133","167.5038","71.5734","bll","N",""
"3FGL J1110.4-1835","CRATES J1110-1835","167.6201","-18.5973","bll","N",""
"3FGL J1111.9-6058","PSR J1112-6103","167.9784","-60.9689","PSR","N",""
"3FGL J1111.9-6038","","167.9935","-60.6411","spp","N",""
"3FGL J1112.0-6135","","168.0168","-61.5842","","N",""
"3FGL J1112.1+0500","","168.0343","5.0098","","N",""
"3FGL J1112.1+1034","","168.039","10.5736","","N",""
"3FGL J1112.4+3449","TXS 1109+350","168.1163","34.8233","fsrq","N",""
"3FGL J1112.6+1749","1RXS J111224.2+175131","168.1543","17.8205","bll","N",""
"3FGL J1113.1-4515","","168.286","-45.2514","","N",""
"3FGL J1115.0-0701","","168.761","-7.0276","","N",""
"3FGL J1116.7-4854","","169.1825","-48.9007","","N",""
"3FGL J1117.0+2014","RBS 0958","169.2737","20.2334","bll","N",""
"3FGL J1117.2-5338","","169.3065","-53.6485","","N",""
"3FGL J1117.3+2546","RX J1117.6+2548","169.3296","25.7813","bll","N",""
"3FGL J1117.7+0217","","169.439","2.2838","","N",""
"3FGL J1117.7-4632","PKS 1116-46","169.4491","-46.5419","fsrq","N",""
"3FGL J1117.9+5355","NVSS J111757+535553","169.4967","53.9287","bll","N",""
"3FGL J1118.2-0411","PMN J1118-0413","169.5716","-4.199","agn","N",""
"3FGL J1119.1-6127","PSR J1119-6127","169.7942","-61.4662","PSR","E","SNR G292.2-00.5"
"3FGL J1119.7-3046","1RXS J111941.0-304652","169.9374","-30.7776","bll","N",""
"3FGL J1119.8-2647","","169.9706","-26.7904","","N",""
"3FGL J1119.9-2204","","169.9845","-22.0673","","N",""
"3FGL J1120.6+0713","","170.172","7.2235","","N",""
"3FGL J1120.8+4212","RBS 0970","170.2095","42.2052","bll","N",""
"3FGL J1121.4-0554","PKS 1118-05","170.3669","-5.9016","fsrq","N",""
"3FGL J1123.2-6415","AT20G J112319-641735","170.8079","-64.2609","bcu","N",""
"3FGL J1123.3-2529","","170.8412","-25.4941","","N",""
"3FGL J1123.6+7231","RX J1123.8+7230","170.9003","72.525","bll","N",""
"3FGL J1123.6-4558","","170.9147","-45.9683","","N",""
"3FGL J1123.9-3653","PSR J1124-3653","170.9904","-36.8907","PSR","N",""
"3FGL J1124.1+2337","OM 235","171.0369","23.6284","fsrq","N",""
"3FGL J1124.5-5915","PSR J1124-5916","171.1276","-59.2538","PSR","N",""
"3FGL J1124.9+4932","GB6 J1124+4933","171.2479","49.5438","bll","N",""
"3FGL J1125.0-2101","PMN J1125-2100","171.2547","-21.0223","bcu","N",""
"3FGL J1125.1-5803","","171.2951","-58.0638","","N",""
"3FGL J1125.3-5824","PSR J1125-5825","171.3423","-58.4056","PSR","N",""
"3FGL J1125.5-3558","PMN J1125-3556","171.3815","-35.97","bll","N",""
"3FGL J1125.6-6012","PSR J1125-6014","171.4027","-60.2093","psr","N",""
"3FGL J1125.8-0745","1RXS J112551.6-074219","171.472","-7.752","bll","N",""
"3FGL J1125.9+2007","4C +20.25","171.4782","20.1313","fsrq","N",""
"3FGL J1126.7-3834","PKS 1124-382","171.6887","-38.5716","bcu","N",""
"3FGL J1126.8-5001","","171.7246","-50.0244","","N",""
"3FGL J1127.0-1857","PKS 1124-186","171.7628","-18.9558","fsrq","N",""
"3FGL J1127.8+3618","MG2 J112758+3620","171.9617","36.3082","fsrq","N",""
"3FGL J1128.0+5921","TXS 1125+596","172.0025","59.3509","fsrq","N",""
"3FGL J1128.6-5434","","172.1613","-54.5792","","N",""
"3FGL J1128.7-6232","","172.1944","-62.5351","","N",""
"3FGL J1129.0+3758","","172.2529","37.9716","","N",""
"3FGL J1129.0+3705","MG2 J112910+3702","172.2713","37.0948","bll","N",""
"3FGL J1129.4-4215","SUMSS J113006-421441","172.3578","-42.2624","bcu","N",""
"3FGL J1129.9-1446","PKS 1127-14","172.4987","-14.7737","fsrq","N",""
"3FGL J1130.7-7800","","172.6819","-78.01","","N",""
"3FGL J1131.1+5810","1RXS J113117.8+580911","172.7798","58.168","bll","N",""
"3FGL J1131.4+3819","B2 1128+38","172.8502","38.3302","fsrq","N",""
"3FGL J1131.9-0503","PKS 1128-047","172.9993","-5.0558","bcu","N",""
"3FGL J1132.0-4736","","173.0119","-47.602","","N",""
"3FGL J1132.7+0034","PKS B1130+008","173.1862","0.5749","bll","N",""
"3FGL J1132.8+1015","4C +10.33","173.2111","10.2583","fsrq","N",""
"3FGL J1135.2-6054","LAT PSR J1135-6055","173.818","-60.9134","PSR","N",""
"3FGL J1136.1-7411","PKS 1133-739","174.0343","-74.1988","bcu","N",""
